ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
touo1238,Touo,Papunesia,-8.58405,157.296,touo1238,tqu,,,,touo1238,Touo,language,shifting
guri1248,Guriaso,Papunesia,-3.5718,141.597,guri1248,grx,,,,guri1248,Guriaso,language,shifting
maoo1243,Blue Nile Mao,,,,maoo1243,,,,,,,family,
tuni1252,Tunica,North America,30.9888,-92.5403,tuni1252,tun,,,,tuni1252,Tunica,language,extinct
leng1261,Lengua-Mascoy,,,,leng1261,,,,,,,family,
kuli1252,Kuliak,,,,kuli1252,,,,,,,family,
kusu1250,Kusunda,Eurasia,29.1766,80.6309,kusu1250,kgg,,,,kusu1250,Kusunda,language,nearly extinct
tung1282,Tungusic,,,,tung1282,,,,,,,family,
guam1236,Guamo,South America,8.2351027,-67.4018753,guam1236,,,,,guam1236,Guamo,language,extinct
sali1253,Salinan,North America,37.6646,-121.718,sali1253,sln,,,,sali1253,Salinan,language,extinct
kibi1239,Kibiri,Papunesia,-7.45276,144.296,kibi1239,prm,,,,kibi1239,Kibiri,language,shifting
ainu1252,Ainu,,,,ainu1252,,,,,,,family,
mola1238,Molale,North America,44.556,-122.857,mola1238,mbe,,,,mola1238,Molale,language,extinct
mero1237,Meroitic,Africa,16.9333,33.7333,mero1237,xmr,,,,mero1237,Meroitic,language,extinct
bira1253,Ongota,Africa,5.29807,37.025,bira1253,bxe,,,,bira1253,Ongota,language,nearly extinct
demm1245,Dem,Papunesia,-3.72183,137.632,demm1245,dem,,,,demm1245,Dem,language,shifting
unat1236,Unattested,,,,unat1236,,,,,,,family,
nimb1257,Nimboranic,,,,nimb1257,,,,,,,family,
arti1236,Artificial Language,,,,arti1236,,,,,,,family,
nada1235,Nadahup,,,,nada1235,,,,,,,family,
mata1275,Matanawí,South America,-4.8509511,-58.988617,mata1275,,,,,mata1275,Matanawí,language,extinct
mink1237,Minkin,Australia,-17.736653,139.541931,mink1237,,,,,mink1237,Minkin,language,extinct
kwer1242,Greater Kwerba,,,,kwer1242,,,,,,,family,
amba1269,Ambakich,Papunesia,-4.23181,144.285,amba1269,aew,,,,amba1269,Ambakich,language,shifting
cams1241,Camsá,South America,1.14537,-76.8931,cams1241,kbh,,,,cams1241,Camsá,language,shifting
sius1254,Siuslaw,North America,42.5111,-124.379,sius1254,sis,,,,sius1254,Siuslaw,language,extinct
zuni1245,Zuni,North America,35.0056,-108.782,zuni1245,zun,,,,zuni1245,Zuni,language,shifting
tara1323,Tarascan,,,,tara1323,,,,,,,family,
coah1252,Coahuilteco,North America,28.2589,-97.89,coah1252,xcw,,,,coah1252,Coahuilteco,language,extinct
nilo1247,Nilotic,,,,nilo1247,,,,,,,family,
kehu1238,Kehu,Papunesia,-3.19328,136.14,kehu1238,khh,,,,kehu1238,Kehu,language,moribund
kwaz1243,Kwaza,South America,-11.6667,-61.1833,kwaz1243,xwa,,,,kwaz1243,Kwaza,language,moribund
miwo1274,Miwok-Costanoan,,,,miwo1274,,,,,,,family,
kaku1242,Kakua-Nukak,,,,kaku1242,,,,,,,family,
amto1249,Amto-Musan,,,,amto1249,,,,,,,family,
abun1252,Abun,Papunesia,-0.57073,132.416,abun1252,kgr,,,,abun1252,Abun,language,shifting
bula1259,Bulaka River,,,,bula1259,,,,,,,family,
kadu1256,Kadugli-Krongo,,,,kadu1256,,,,,,,family,
paez1247,Páez,South America,2.61516,-76.3125,paez1247,pbb,,,,paez1247,Páez,language,threatened
inan1242,Inanwatan,,,,inan1242,,,,,,,family,
sout2772,Southern Daly,,,,sout2772,,,,,,,family,
klam1254,Klamath-Modoc,North America,42.5861,-121.704,klam1254,kla,,,,klam1254,Klamath-Modoc,language,extinct
coch1271,Cochimi-Yuman,,,,coch1271,,,,,,,family,
mail1249,Mailuan,,,,mail1249,,,,,,,family,
sena1264,Senagi,,,,sena1264,,,,,,,family,
saha1256,Saharan,,,,saha1256,,,,,,,family,
piaw1238,Piawi,,,,piaw1238,,,,,,,family,
sulk1246,Sulka,Papunesia,-5.03471,151.891,sulk1246,sua,,,,sulk1246,Sulka,language,shifting
yang1287,Yangmanic,,,,yang1287,,,,,,,family,
otii1244,Oti,South America,-24.3153231,-50.5580261,otii1244,oti,,,,otii1244,Oti,language,extinct
uruc1242,Uru-Chipaya,,,,uruc1242,,,,,,,family,
esse1238,Esselen,North America,36.5473,-121.867,esse1238,esq,,,,esse1238,Esselen,language,extinct
atac1235,Atacame,South America,0.834931,-79.778137,atac1235,,,,,atac1235,Atacame,language,extinct
shas1238,Shastan,,,,shas1238,,,,,,,family,
quec1387,Quechuan,,,,quec1387,,,,,,,family,
wint1258,Wintuan,,,,wint1258,,,,,,,family,
otom1299,Otomanguean,,,,otom1299,,,,,,,family,
wali1264,Walioic,,,,wali1264,,,,,,,family,
jara1244,Jarawa-Onge,,,,jara1244,,,,,,,family,
marr1257,Marrku-Wurrugu,,,,marr1257,,,,,,,family,
lavu1241,Lavukaleve,Papunesia,-9.05569,159.119,lavu1241,lvk,,,,lavu1241,Lavukaleve,language,shifting
taik1256,Tai-Kadai,,,,taik1256,,,,,,,family,
lepk1239,Lepki-Murkim,,,,lepk1239,,,,,,,family,
guai1249,Guaicuruan,,,,guai1249,,,,,,,family,
algi1248,Algic,,,,algi1248,,,,,,,family,
yuat1252,Yuat,,,,yuat1252,,,,,,,family,
duna1248,Duna,Papunesia,-5.41439,142.475,duna1248,duc,,,,duna1248,Duna,language,not endangered
gule1241,Gule,Africa,11.8336,33.6929,gule1241,gly,,,,gule1241,Gule,language,extinct
jiva1245,Chicham,,,,jiva1245,,,,,,,family,
natc1249,Natchez,North America,31.75,-91.33,natc1249,ncz,,,,natc1249,Natchez,language,extinct
puri1261,Puri-Coroado,,,,puri1261,,,,,,,family,
take1257,Takelma,North America,42.423,-123.452,take1257,tkm,,,,take1257,Takelma,language,extinct
puqu1242,Puquina,South America,-15.8992,-69.9611,puqu1242,puq,,,,puqu1242,Puquina,language,extinct
lowe1437,Lower Sepik-Ramu,,,,lowe1437,,,,,,,family,
cani1243,Canichana,South America,-14.3058,-64.944455,cani1243,caz,,,,cani1243,Canichana,language,extinct
etru1241,Etruscan,Eurasia,41.9,12.4833,etru1241,ett,,,,etru1241,Etruscan,language,extinct
kimk1238,Kimki,Papunesia,-4.2742,140.884,kimk1238,sbt,,,,kimk1238,Kimki,language,shifting
drav1251,Dravidian,,,,drav1251,,,,,,,family,
come1251,Comecrudan,North America,26.1333,-98.4667,come1251,xcm,,,,come1251,Comecrudan,language,extinct
iwai1246,Iwaidjan Proper,,,,iwai1246,,,,,,,family,
saha1239,Sahaptian,,,,saha1239,,,,,,,family,
giim1238,Giimbiyu,,,,giim1238,,,,,,,family,
cent2045,Jalaa,Africa,9.59433,11.5853,cent2045,cet,,,,cent2045,Jalaa,language,nearly extinct
wiru1244,Wiru,Papunesia,-6.35863,144.214,wiru1244,wiu,,,,wiru1244,Wiru,language,threatened
atha1245,Athabaskan-Eyak-Tlingit,,,,atha1245,,,,,,,family,
wara1303,Warao,South America,7.50851,-59.3528,wara1303,wba,,,,wara1303,Warao,language,threatened
lule1238,Lule,South America,-25.221839,-61.887818,lule1238,ule,,,,lule1238,Lule,language,extinct
tupi1275,Tupian,,,,tupi1275,,,,,,,family,
japo1237,Japonic,,,,japo1237,,,,,,,family,
mata1290,Mataguayo I,,,,mata1290,,mata1289,mata1289,Matacoan,,,family,
mata1291,Mataguayo II,,,,mata1291,,mata1289,mata1289,Matacoan,,,family,
niva1238,Nivaclé,South America,-22.8557,-61.7606,niva1238,cag,mata1289/mata1290,mata1289,Matacoan,niva1238,Nivaclé,language,shifting
maca1260,Maca,South America,-25.0119,-57.3694,maca1260,mca,mata1289/mata1290,mata1289,Matacoan,maca1260,Maca,language,shifting
rive1261,River Nivaclé,South America,,,rive1261,,mata1289/mata1290/niva1238,mata1289,Matacoan,niva1238,Nivaclé,dialect,
fore1271,Forest Nivaclé,South America,,,fore1271,,mata1289/mata1290/niva1238,mata1289,Matacoan,niva1238,Nivaclé,dialect,
wich1261,Wichi,,,,wich1261,,mata1289/mata1291,mata1289,Matacoan,,,family,
chor1274,Chorote,,,,chor1274,,mata1289/mata1291,mata1289,Matacoan,,,family,
wich1263,Wichí Lhamtés Vejoz,South America,-24.2189,-61.9117,wich1263,wlv,mata1289/mata1291/wich1261,mata1289,Matacoan,wich1263,Wichí Lhamtés Vejoz,language,threatened
wich1264,Wichí Lhamtés Güisnay,South America,-23.1633,-62.1757,wich1264,mzh,mata1289/mata1291/wich1261,mata1289,Matacoan,wich1264,Wichí Lhamtés Güisnay,language,threatened
wich1262,Wichí Lhamtés Nocten,South America,-21.988,-63.5971,wich1262,mtp,mata1289/mata1291/wich1261,mata1289,Matacoan,wich1262,Wichí Lhamtés Nocten,language,threatened
berm1242,Bermejo Vejoz,South America,,,berm1242,,mata1289/mata1291/wich1261/wich1263,mata1289,Matacoan,wich1263,Wichí Lhamtés Vejoz,dialect,
iyoj1235,Iyojwa'ja Chorote,South America,-22.1896,-63.2383,iyoj1235,crt,mata1289/mata1291/chor1274,mata1289,Matacoan,iyoj1235,Iyojwa'ja Chorote,language,shifting
iyow1239,Iyo'wujwa Chorote,South America,-22.2067,-62.6508,iyow1239,crq,mata1289/mata1291/chor1274,mata1289,Matacoan,iyow1239,Iyo'wujwa Chorote,language,shifting
kone1241,Koneraw,Papunesia,-8.37424,138.0675,kone1241,kdw,momb1255,momb1255,Mombum-Koneraw,kone1241,Koneraw,language,shifting
nucl1452,Mombum,Papunesia,-8.27141,138.773,nucl1452,mso,momb1255,momb1255,Mombum-Koneraw,nucl1452,Mombum,language,shifting
west2435,Western Worrorran,Australia,-16.10935,124.66753,west2435,unp,worr1236,worr1236,Worrorran,,,family,
nort2751,Northern Worrorran,,,,nort2751,,worr1236,worr1236,Worrorran,,,family,
ngar1284,Ngarinyin,Australia,-16.4006,126.433,ngar1284,ung,worr1236,worr1236,Worrorran,ngar1284,Ngarinyin,language,nearly extinct
winj1235,Winjarumi,Australia,-15.355178,124.539184,winj1235,,worr1236/west2435,worr1236,Worrorran,winj1235,Winjarumi,language,extinct
ungg1243,Unggumi,Australia,-15.65,124.67,ungg1243,xgu,worr1236/west2435,worr1236,Worrorran,ungg1243,Unggumi,language,extinct
umii1235,Umiida-Unggarangu,Australia,-16.559333,124.5,umii1235,,worr1236/west2435,worr1236,Worrorran,umii1235,Umiida-Unggarangu,language,extinct
worr1237,Worrorra,Australia,-15.612781,124.881218,worr1237,wro,worr1236/west2435,worr1236,Worrorran,worr1237,Worrorra,language,extinct
umii1236,Umiida,Australia,-16.615461,124.079216,umii1236,xud,worr1236/west2435/umii1235,worr1236,Worrorran,umii1235,Umiida-Unggarangu,dialect,extinct
ungg1244,Unggaranggu,Australia,-16.91,124.156,ungg1244,xun,worr1236/west2435/umii1235,worr1236,Worrorran,umii1235,Umiida-Unggarangu,dialect,extinct
woro1258,Worora,Australia,-15.82429,125.155876,woro1258,,worr1236/west2435/worr1237,worr1236,Worrorran,worr1237,Worrorra,dialect,
yawi1239,Yawijibaya,Australia,-15.348087,124.529665,yawi1239,jbw,worr1236/west2435/worr1237,worr1236,Worrorran,worr1237,Worrorra,dialect,extinct
wuna1249,Wunambal,Australia,-14.8347,125.72,wuna1249,wub,worr1236/nort2751,worr1236,Worrorran,wuna1249,Wunambal,language,moribund
wila1240,Wilawila,Australia,-14.9105,126.6,wila1240,wil,worr1236/nort2751,worr1236,Worrorran,wila1240,Wilawila,language,nearly extinct
forr1234,Forrest River,,,,forr1234,,worr1236/nort2751,worr1236,Worrorran,,,family,
kwin1241,Kwini,Australia,-14.2515,126.562,kwin1241,gww,worr1236/nort2751/forr1234,worr1236,Worrorran,kwin1241,Kwini,language,moribund
gamb1251,Gambera,Australia,-14.29546,126.27131,gamb1251,gma,worr1236/nort2751/forr1234,worr1236,Worrorran,gamb1251,Gambera,language,nearly extinct
miwa1242,Miwa,Australia,-14.3484,126.921,miwa1242,vmi,worr1236/nort2751/forr1234,worr1236,Worrorran,miwa1242,Miwa,language,extinct
guwi1238,Guwidj,Australia,-15.1,126.5,guwi1238,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
wala1272,Waladja,Australia,-15.697411,127.616813,wala1272,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
anda1282,Andadjin,Australia,-16.531222,127.693718,anda1282,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
wurl1240,Wurla,Australia,-16.15,127.52,wurl1240,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
munu1238,Munumburru,Australia,-14.700834,126.754387,munu1238,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
woly1239,Wolyamidi,Australia,-15.557223,126.22155,woly1239,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
ngar1285,Ngarnawu,Australia,-15.700055,127.452018,ngar1285,,worr1236/ngar1284,worr1236,Worrorran,ngar1284,Ngarinyin,dialect,
furr1244,Fur,Africa,12.0455,23.6401,furr1244,fvr,fura1235,fura1235,Furan,furr1244,Fur,language,not endangered
amda1238,Amdang,Africa,14.7528,20.8912,amda1238,amj,fura1235,fura1235,Furan,amda1238,Amdang,language,shifting
east2431,Eastern Songhay,,,,east2431,,song1307,song1307,Songhay,,,family,
nort2822,Northwest Songhay,,,,nort2822,,song1307,song1307,Songhay,,,family,
zarm1240,Zarma-Kaado-Dendi,,,,zarm1240,,song1307/east2431,song1307,Songhay,,,family,
tond1249,Tondi Songway Kiini,Africa,15.262989,-2.816163,tond1249,tst,song1307/east2431,song1307,Songhay,tond1249,Tondi Songway Kiini,language,shifting
humb1243,Humburi Senni Songhay,Africa,15.2948,-1.69301,humb1243,hmb,song1307/east2431,song1307,Songhay,humb1243,Humburi Senni Songhay,language,not endangered
koyr1242,Koyraboro Senni Songhai,Africa,16.9634,-0.55187,koyr1242,ses,song1307/east2431,song1307,Songhay,koyr1242,Koyraboro Senni Songhai,language,not endangered
dend1243,Dendi (Benin),Africa,11.6682,3.49109,dend1243,ddn,song1307/east2431/zarm1240,song1307,Songhay,dend1243,Dendi (Benin),language,not endangered
zarm1239,Zarma-Kaado,Africa,12.8554,2.41173,zarm1239,dje,song1307/east2431/zarm1240,song1307,Songhay,zarm1239,Zarma-Kaado,language,not endangered
kaad1238,Kaado,Africa,,,kaad1238,,song1307/east2431/zarm1240/zarm1239,song1307,Songhay,zarm1239,Zarma-Kaado,dialect,
mare1257,Marensé,Africa,,,mare1257,,song1307/east2431/humb1243,song1307,Songhay,humb1243,Humburi Senni Songhay,dialect,
djen1243,Djenne Chiini,Africa,,,djen1243,,song1307/east2431/humb1243,song1307,Songhay,humb1243,Humburi Senni Songhay,dialect,
nort2823,Northern Songhay,,,,nort2823,,song1307/nort2822,song1307,Songhay,,,family,
koyr1240,Koyra Chiini Songhay,Africa,16.192,-3.73962,koyr1240,khq,song1307/nort2822,song1307,Songhay,koyr1240,Koyra Chiini Songhay,language,not endangered
tasa1240,Tasawaq,Africa,16.7814,6.92037,tasa1240,twq,song1307/nort2822/nort2823,song1307,Songhay,tasa1240,Tasawaq,language,shifting
kora1291,Korandje,Africa,29.4957,-2.48113,kora1291,kcy,song1307/nort2822/nort2823,song1307,Songhay,kora1291,Korandje,language,shifting
tada1238,Tadaksahak,Africa,16.685,2.32653,tada1238,dsq,song1307/nort2822/nort2823,song1307,Songhay,tada1238,Tadaksahak,language,not endangered
tagd1238,Tagdal,Africa,16.1908,6.83992,tagd1238,tda,song1307/nort2822/nort2823,song1307,Songhay,tagd1238,Tagdal,language,threatened
azaw1238,Azawagh,Africa,,,azaw1238,,song1307/nort2822/nort2823/tagd1238,song1307,Songhay,tagd1238,Tagdal,dialect,
airr1238,Air,Africa,,,airr1238,,song1307/nort2822/nort2823/tagd1238,song1307,Songhay,tagd1238,Tagdal,dialect,
djen1242,Djenné Chiini,Africa,,,djen1242,,song1307/nort2822/koyr1240,song1307,Songhay,koyr1240,Koyra Chiini Songhay,dialect,
koyr1241,Koyra Chiini,Africa,,,koyr1241,,song1307/nort2822/koyr1240,song1307,Songhay,koyr1240,Koyra Chiini Songhay,dialect,
khme1253,Khmeric,,,,khme1253,,aust1305,aust1305,Austroasiatic,,,family,
mang1377,Mangic,,,,mang1377,,aust1305,aust1305,Austroasiatic,,,family,
viet1250,Vietic,,,,viet1250,,aust1305,aust1305,Austroasiatic,,,family,
pear1246,Pearic,,,,pear1246,,aust1305,aust1305,Austroasiatic,,,family,
moni1258,Monic,,,,moni1258,,aust1305,aust1305,Austroasiatic,,,family,
mund1335,Mundaic,,,,mund1335,,aust1305,aust1305,Austroasiatic,,,family,
asli1243,Aslian,,,,asli1243,,aust1305,aust1305,Austroasiatic,,,family,
katu1271,Katuic,,,,katu1271,,aust1305,aust1305,Austroasiatic,,,family,
khas1273,Khasi-Palaung,,,,khas1273,,aust1305,aust1305,Austroasiatic,,,family,
khmu1236,Khmuic,,,,khmu1236,,aust1305,aust1305,Austroasiatic,,,family,
bahn1264,Bahnaric,,,,bahn1264,,aust1305,aust1305,Austroasiatic,,,family,
nico1262,Nicobaric,,,,nico1262,,aust1305,aust1305,Austroasiatic,,,family,
oldk1249,Old Khmer,Eurasia,,,oldk1249,qok,aust1305/khme1253,aust1305,Austroasiatic,oldk1249,Old Khmer,language,extinct
cent1989,Central Khmer,Eurasia,12.0515,105.015,cent1989,khm,aust1305/khme1253,aust1305,Austroasiatic,cent1989,Central Khmer,language,not endangered
nort2684,Northern Khmer,Eurasia,14.4674,103.863,nort2684,kxm,aust1305/khme1253,aust1305,Austroasiatic,nort2684,Northern Khmer,language,not endangered
sout2688,Southern Khmer,Eurasia,,,sout2688,,aust1305/khme1253/cent1989,aust1305,Austroasiatic,cent1989,Central Khmer,dialect,
nucl1298,Nuclear Central Khmer,Eurasia,,,nucl1298,,aust1305/khme1253/cent1989,aust1305,Austroasiatic,cent1989,Central Khmer,dialect,
buri1257,Buriram,Eurasia,,,buri1257,,aust1305/khme1253/nort2684,aust1305,Austroasiatic,nort2684,Northern Khmer,dialect,
sisa1246,Sisaket,Eurasia,,,sisa1246,,aust1305/khme1253/nort2684,aust1305,Austroasiatic,nort2684,Northern Khmer,dialect,
suri1265,Surin,Eurasia,,,suri1265,,aust1305/khme1253/nort2684,aust1305,Austroasiatic,nort2684,Northern Khmer,dialect,
boly1240,Pakanic,,,,boly1240,,aust1305/mang1377,aust1305,Austroasiatic,,,family,
mang1378,Mang,Eurasia,21.4305,102.133,mang1378,zng,aust1305/mang1377,aust1305,Austroasiatic,mang1378,Mang,language,moribund
buga1247,Bugan,Eurasia,23.6124,104.963,buga1247,bbh,aust1305/mang1377/boly1240,aust1305,Austroasiatic,buga1247,Bugan,language,threatened
boly1239,Bolyu,Eurasia,24.7013,104.955,boly1239,ply,aust1305/mang1377/boly1240,aust1305,Austroasiatic,boly1239,Bolyu,language,moribund
chut1252,Chutic,,,,chut1252,,aust1305/viet1250,aust1305,Austroasiatic,,,family,
viet1251,Viet-Muong,,,,viet1251,,aust1305/viet1250,aust1305,Austroasiatic,,,family,
cuoi1242,Cuoi,,,,cuoi1242,,aust1305/viet1250,aust1305,Austroasiatic,,,family,
chut1246,East Chutic,,,,chut1246,,aust1305/viet1250/chut1252,aust1305,Austroasiatic,,,family,
aheu1239,Thavung,Eurasia,17.7655,104.229,aheu1239,thm,aust1305/viet1250/chut1252,aust1305,Austroasiatic,aheu1239,Thavung,language,shifting
arem1240,Arem,Eurasia,17.7672,105.928,arem1240,aem,aust1305/viet1250/chut1252/chut1246,aust1305,Austroasiatic,arem1240,Arem,language,nearly extinct
male1282,Maleng,Eurasia,17.913525,105.52746,male1282,pkt,aust1305/viet1250/chut1252/chut1246,aust1305,Austroasiatic,male1282,Maleng,language,shifting
chut1247,Chut,Eurasia,17.6819,105.773,chut1247,scb,aust1305/viet1250/chut1252/chut1246,aust1305,Austroasiatic,chut1247,Chut,language,shifting
khap1242,Kha Phong,Eurasia,,,khap1242,,aust1305/viet1250/chut1252/chut1246/male1282,aust1305,Austroasiatic,male1282,Maleng,dialect,
nucl1295,Nuclear Maleng,Eurasia,,,nucl1295,,aust1305/viet1250/chut1252/chut1246/male1282,aust1305,Austroasiatic,male1282,Maleng,dialect,
paka1250,Pakatan,Eurasia,,,paka1250,,aust1305/viet1250/chut1252/chut1246/male1282,aust1305,Austroasiatic,male1282,Maleng,dialect,
mali1278,Malieng,Eurasia,,,mali1278,,aust1305/viet1250/chut1252/chut1246/male1282,aust1305,Austroasiatic,male1282,Maleng,dialect,
hare1241,Hareme,Eurasia,,,hare1241,,aust1305/viet1250/chut1252/chut1246/male1282,aust1305,Austroasiatic,male1282,Maleng,dialect,
mala1456,Malang,Eurasia,,,mala1456,,aust1305/viet1250/chut1252/chut1246/male1282,aust1305,Austroasiatic,male1282,Maleng,dialect,
rucc1239,Ruc,Eurasia,,,rucc1239,,aust1305/viet1250/chut1252/chut1246/chut1247,aust1305,Austroasiatic,chut1247,Chut,dialect,
sach1240,Sach,Eurasia,,,sach1240,,aust1305/viet1250/chut1252/chut1246/chut1247,aust1305,Austroasiatic,chut1247,Chut,dialect,
mayy1239,May,Eurasia,,,mayy1239,,aust1305/viet1250/chut1252/chut1246/chut1247,aust1305,Austroasiatic,chut1247,Chut,dialect,
muon1245,Muongic,,,,muon1245,,aust1305/viet1250/viet1251,aust1305,Austroasiatic,,,family,
viet1252,Vietnamese,Eurasia,20.681188,105.774071,viet1252,vie,aust1305/viet1250/viet1251,aust1305,Austroasiatic,viet1252,Vietnamese,language,not endangered
bola1249,Bo (Laos),Eurasia,18.1866,104.953,bola1249,bgl,aust1305/viet1250/viet1251/muon1245,aust1305,Austroasiatic,bola1249,Bo (Laos),language,threatened
muon1246,Muong,Eurasia,20.7374,105.186,muon1246,mtq,aust1305/viet1250/viet1251/muon1245,aust1305,Austroasiatic,muon1246,Muong,language,not endangered
nguo1239,Nguôn,Eurasia,17.7243,105.932,nguo1239,nuo,aust1305/viet1250/viet1251/muon1245,aust1305,Austroasiatic,nguo1239,Nguôn,language,shifting
than1254,Thang,Eurasia,,,than1254,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
boib1239,Boi Bi,Eurasia,,,boib1239,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
aota1239,Ao Tá,Eurasia,,,aota1239,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
wang1286,Wang,Eurasia,,,wang1286,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
moii1253,Moi 1,Eurasia,,,moii1253,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
mual1240,Mual,Eurasia,,,mual1240,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
moll1241,Mol (Vietnam),Eurasia,,,moll1241,,aust1305/viet1250/viet1251/muon1245/muon1246,aust1305,Austroasiatic,muon1246,Muong,dialect,
nort2683,Northern Vietnamese,Eurasia,,,nort2683,,aust1305/viet1250/viet1251/viet1252,aust1305,Austroasiatic,viet1252,Vietnamese,dialect,
sout2687,Southern Vietnamese,Eurasia,,,sout2687,,aust1305/viet1250/viet1251/viet1252,aust1305,Austroasiatic,viet1252,Vietnamese,dialect,
cent1988,Central Vietnamese,Eurasia,,,cent1988,,aust1305/viet1250/viet1251/viet1252,aust1305,Austroasiatic,viet1252,Vietnamese,dialect,
thoo1240,Tho,Eurasia,19.3563,105.363,thoo1240,tou,aust1305/viet1250/cuoi1242,aust1305,Austroasiatic,thoo1240,Tho,language,not endangered
hung1275,Hung,Eurasia,18.7849,104.772,hung1275,hnu,aust1305/viet1250/cuoi1242,aust1305,Austroasiatic,hung1275,Hung,language,shifting
cuoi1243,Cuoi Cham,Eurasia,,,cuoi1243,,aust1305/viet1250/cuoi1242/thoo1240,aust1305,Austroasiatic,thoo1240,Tho,dialect,
monn1251,Mon (Vietnam),Eurasia,,,monn1251,,aust1305/viet1250/cuoi1242/thoo1240,aust1305,Austroasiatic,thoo1240,Tho,dialect,
